제목,링크,내용
인천경찰청장, 신광초교 <b>어린이보호구역</b> 안전점검,http://www.shinailbo.co.kr/news/articleView.html?idxno=1455637,송민헌 인천경찰청장은 일 중구청장 남부교육지원청장 등과 합동으로 중구 관내 신광초교 어린이보호구역 안전실태를 점검했다 이곳에서는 지난 월 톤 화물차량에 의한 교통사고로 하교하던 초등학생이 사망 우리 
대구시, <b>어린이보호구역</b> 무인단속장비 설치 확대,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003546047,대구시는 내년까지 어린이 보호구역 보행 안전 확보를 위해 무인교통신호과속단속장비 대를 추가 설치한다 대구시는 년 월 도로교통법 개정으로 어린이 보호구역에 무인교통단속장비를 우선 설치해야 
청주흥덕署, <b>어린이보호구역</b> 불법 주·정차 단속,http://www.cctimes.kr/news/articleView.html?idxno=672366,청주흥덕경찰서는 지난 일 오후 시쯤 흥덕구 비하동 강서초등학교 주변 어린이보호구역 불법 주정차 차량에 대해 단속을 실시했다고 일 밝혔다 청주흥덕경찰서 제공
강동구, <b>어린이 보호구역</b> 내 노상주차장 일제 정비,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005563560,서울 강동구는 주차장법과 도로교통법 개정에 따라 월일부터 관내 모든 어린이 보호구역 내 노상주차장을 일제 정비한다고 일 밝혔다 최근 스쿨존 내 어린이 교통사고 위험을 막기 위해 통학로 보행환경에 대한 
광주시 광산구, 개학 맞이 <b>어린이</b> 교통안전 캠페인 실시,https://www.wikitree.co.kr/articles/685414,광주 광산구구청장 김삼호는 일 은빛초등학교 주변 스쿨존어린이 보호구역에서 도로교통공단 광주전남지부본부장 김창용 광산녹색어머니회 광산모범운전자회 은빛초교 교직원과 함께 개학 맞이 어린이 
문희석 한국다케다제약 대표, ‘<b>어린이</b> 교통안전 릴레이 챌린지’ 동참,http://www.bokuennews.com/news/article.html?no=207579,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 정착시키기 위해 지난 해 월부터 행정안전부가 주관하고 
<b>어린이보호구역</b>서 <b>어린이</b> 친 70대 운전자 벌금형,https://jejumbc.com/article/XxMRontxG_KZrK,제주지방법원 제형사부는 어린이보호구역에서 운전하다 어린이를 치어 다치게 한 혐의로 기소된 살 강 모 씨에게 벌금 백만 원을 선고했습니다 강 씨는 지난 월 제주시내 모 초등학교 인근 어린이보호구역에서 
[현장르포] 화물차 통행제한 첫 날… 신광초 <b>어린이 보호구역</b> 화물차 여전,http://www.joongboo.com/news/articleView.html?idxno=363501353,신광초등학교 어린이보호구역에 화물차량 통행금지를 알리는 현수막이 걸려있다 사진김웅기 기자 인천 신광초등학교 어린보호구역내 화물차 통행제한 전면시행 첫날인 일 이곳 어린이보호구역 곳곳에는 화물차 
울산 남구·경찰, <b>어린이보호구역</b> 불법 주·정차 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011111148,울산 남구는 학기 개학을 맞아 다음달 일까지 울산남부경찰서와 함께 관내 초등학교 어린이보호구역에 대한 불법 주정차 단속을 실시합니다 단속 구간은 남구 지역 초등학교의 주출입문과 통학로 등 학교 일대 
시흥시, 노후 <b>어린이</b> 안전시설물 개선,http://www.kgdm.co.kr/news/articleView.html?idxno=787124,먼저 군자동 어린이보호구역 시설개선 사업은 군자초등학교와 도일초등학교 주변의 열악한 통행환경 개선을 위해 신청한 년도 차 경기도 특별조정교부금 억원을 교부받아 실시하는 사업이다 학교 주변에 
[B tv 서울뉴스] 서울시, <b>어린이보호구역</b> 불법주정차 특별단속,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=129458,초중고등학교의 학기 전면 등교가 시행됨에 따라 서울시가 오는 일부터 일까지 어린이보호구역 불법 주정차 단속에 나섭니다 특별단속은 어린이보호구역 천 곳을 대상으로 사고 위험성이 높은 
스쿨존서 <b>어린이</b> 친 70대 택시기사 벌금 300만원,https://kizmom.hankyung.com/news/view.html?aid=202109080925o,제주지방법원 제형사부재판장 장찬수 부장판사는 특정범죄 가중처벌 등에 관한 법률 위반어린이 보호구역 치상 혐의로 재판에 넘겨진 씨에게 벌금 만원을 선고했다고 일 밝혔다 지난 월 일 오후 시 
문희석 한국다케다 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.rapportian.com/news/articleView.html?idxno=138439,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 정착시키기 위해 지난 해 월부터 행정안전부가 주관하고 있다 
[포토] 힐튼 호텔 이어, 글로벌 구스이불 브랜드 크라운구스 '<b>어린이</b> 교통안전...,http://www.stardailynews.co.kr/news/articleView.html?idxno=307205,호텔 힐튼의 지목으로 이번 릴레이에 참가한 크라운구스외에도 콘래드 서울 메르세데스벤츠  롯데호텔 등 또한 챌린지에 참여하여 어린이 보호구역 내 안전한 교통 문화 정착을 독려했다 크라운구스는 릴레이 
경기남부자치경찰위, 2학기 등교확대 앞두고 '<b>어린이</b>·청소년 안전확보' 올인,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=417&aid=0000729769,또한 경기남부권 어린이보호구역 개소 인근 보행량과 사고내역에 대한 빅데이터 분석을 진행해 올해 말까지 통학로 관리의 과학적 기준을 제시하고 보호구역 주요 교차로에 노란신호등 설치 확대 방안을 협의할 
마산중부서, <b>어린이</b> 교통안전 캠페인,http://www.gimhaenews.co.kr/news/articleView.html?idxno=43051,마산중부서는 지난 일 월포초등학교 앞 어린이 보호구역에서 모범운전자회 녹색어머니회 등과 함께 개학기 어린이 교통사고예방을 위한 교통안전 캠페인을 진행했다 중부서는 이날 캠페인을 통해 어린이 및 보행자 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=076&aid=0003770385,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
대구 <b>어린이보호구역</b> 사고 운전자, 집행유예 선고,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=366&aid=0000756174,대구의 한 어린이보호구역 횡단보도에서 어린이를 친 운전자가 집행유예를 선고받았다 일 대구지법 형사부이규철 부장판사는 운전 중 어린이보호구역에서 어린이를 친 혐의특정범죄 가중처벌 등에 관한 법률 
김만기 프리드라이프 대표 '<b>어린이</b> 교통안전 챌린지' 동참,http://www.enewstoday.co.kr/news/articleView.html?idxno=1509736,김만기 대표는 중구 프리드라이프 본사에서 본 캠페인 슬로건인 어린이 보호구역 단 멈춤 쪽 저쪽 초 동안 고 예방의 의미와 중요성을 임직원에 전하고 적극적인 동참을 강조하며 릴레이 캠페인을 실천했다 
제주, 신학기 등교확대에 '<b>어린이 보호구역</b> 교통안전활동 강화',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=629&aid=0000103870,어린이보호구역 주변 교통경찰 집중배치 등하굣길 안전 학보 제주경찰청은 학기 전면등교를 포함한 등교 확대에 따라 어린이 보호구역 및 통학로 안전확보를 위하여 등하굣길 교통경찰관 배치 등 안전활동을 강화할 
TUV SUD Korea 서정욱 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005026042,어린이 교통안전 챌린지는 행정안전부가 어린이 보호구역 내 교통사고 예방 및 안전한 교통문화를 확산하기 위해 지난해 월부터 시작한 캠페인이다 어린이 교통안전 슬로건 단 멈춤 쪽 저쪽 초 동안 고 예방 
울산 남구·경찰, <b>어린이보호구역</b> 불법 주·정차 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011111028,울산 남구는 학기 개학을 맞아 다음달 일까지 울산남부경찰서와 함께 관내 초등학교 어린이보호구역에 대한 불법 주정차 단속을 실시합니다
광주시 광산구, 개학 맞이 <b>어린이</b> 교통안전 캠페인 진행,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109031250541630038,광주광역시 광산구는 일 은빛초등학교 주변 스쿨존어린이 보호구역에서 도로교통공단 광주전남지부본부장 김창용 광산녹색어머니회 광산모범운전자회 은빛초교 교직원과 함께 개학 맞이 어린이 교통안전 
광산구, 개학 맞이 <b>어린이</b> 교통안전 캠페인 실시,http://www.sisamagazine.co.kr/news/articleView.html?idxno=371616,광산구 개학맞이 어린이 교통안전 캠페인 사진광산구청 광주 광산구구청장 김삼호는 일 은빛초등학교 주변 스쿨존어린이 보호구역에서 도로교통공단 광주전남지부본부장 김창용 광산녹색어머니회 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 챌린지' 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004696705,이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 정착시키기 위해 릴레이 
김운봉 의원 '용인시 금연<b>구역</b> 지정 및 간접흡연 피해방지 조례 일부개정조례...,http://www.gukjenews.com/news/articleView.html?idxno=2304162,주요 내용은 금연구역에 도로교통법에 따른 어린이 보호구역 하천법에 따른 하천구역의 보행로 등을 추가로 지정하는 것이다 김운봉 의원은 조례의 개정을 통해 어린이 보호구역과 하천의 보행로 등을 
서울경찰, 초등학교 ‘전면 등교’ 맞춰 <b>어린이보호구역</b> 집중단속 실시,https://www.vop.co.kr/A00001594073.html,다음달 일 예정된 초등학교 전면등교에 맞춰 경찰이 어린이보호구역스쿨존 내 교통 단속을 강화한다 서울경찰청청장 최관호은 초등학교 전면등교에 맞춰 어린이 교통사고 예방을 위한 어린이보호구역 
군산署, <b>어린이보호구역</b> 무인교통단속장비 84대 신규 설치,http://www.jeonmin.co.kr/news/articleView.html?idxno=338726,군산경찰서서장 임종명가 민식이법 및 어린이들의 안전한 통학로 조성을 위해 월명초교 등 어린이보호구역 내에 무인교통단속장비 대를 오는 월 중 완료를 목표로 설치를 진행하고 있다 설치장소는 군산경찰서 
유효열 화성도시공사장, '<b>어린이 보호</b> 교통안전 릴레이 챌린지' 참여,http://www.shinailbo.co.kr/news/articleView.html?idxno=1458223,일 화성도시공사에 따르면 어린이 보호 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 주관하는 공익 캠페인으로 어린이 보호구역 내 교통안전 문화 확산을 위해 시작한 릴레이 캠페인이다 참여자가 교통안전 
<b>어린이보호구역</b>서 사고 낸 50대 집행유예,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011106893,대구지방법원은 어린이보호구역에서 교통사고를 내 어린이를 다치게 친 혐의로 기소된 살 씨에게 징역 월에 집행유예 년을 선고하고 시간 준법운전강의 수강을 명령했습니다 재판부는 씨가 피해자 측으로부터 
&quot;스쿨존 '갑툭튀' 무단횡단 <b>어린이</b> 충돌…합의금 800만원 달라네요&quot;,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004638199,어린이보호구역스쿨존에서 갑자기 달려나온 아이와 충돌한 한 운전자가 합의금 만원을 요구받고 있다는 사연이 전해졌다 지난 일 유튜브 채널 한문철 에 공개된 영상에 따르면 운전자 씨는 지난 월일 오후 
