제목,링크,내용
전남 경찰, <b>어린이보호구역</b> 내 무인교통단속장비 73% 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003552287,전남지역 어린이보호구역 에 무인단속카메라가 설치됐다 전남경찰청은 지난 월말 기준으로 전남 관내 어린이보호구역 곳 중 곳에 무인단속카메라 설치를 완료했다고 일 밝혔다 앞서 정부는 지난 년 
전남 <b>어린이보호구역</b> 무인 교통 단속 장비 74% 설치 완료,http://www.sisamagazine.co.kr/news/articleView.html?idxno=400994,전남 어린이보호구역 무인 교통 단속 장비  설치 완료전남지방경찰청 청사사진황보배 기자 전남경찰청청장 김재규은올해 월말 기준으로 전남 관내 어린이보호구역 개소 중 개소에 대한 설치를 완료하여 
'<b>어린이보호구역</b>'에서 차량 5대가 모두 신호를 위반하는 장면 (영상),https://www.wikitree.co.kr/articles/689885,어린이보호구역에서 정지 신호를 무시하고 직진하는 차들을 모두 신고했다는 사연이 알려졌다 일 커뮤니티 보배드림에 초 만에 만 원 후기라는 제목으로 올라온 글이 누리꾼들의 이목을 끌고 있다 글쓴이는 
<b>어린이보호구역</b>(스쿨존)에서 10살 된 초등학생을 치어 숨지게 한 60대 중형 구...,https://www.sisa-news.com/news/article.html?no=172087,피의자 변호인 측은 이 사건 사고는 어린이보호구역 교통사고로 언론에 수차례 보도됐으나 사고 당시 피해 학생이 무단횡단을 했다는 점은 단 한차례도 보도된 바가 없다고 설명했다 인천 한 초등학교 인근 
인천시, 모든 <b>어린이보호구역</b> 내 교차로 노란신호등으로 전면 교체,http://www.weeklytoday.com/news/articleView.html?idxno=403942, 인천시 모든 어린이보호구역 내 교차로 노란신호등으로 전면 교체 인천 위클리오늘안정호 기자 인천시가 어린이들의 안전한 보행환경 조성을 위해 어린이보호구역을 쉽게 알아볼 수 있도록 추진한다 
스쿨존서 <b>어린이</b> 친 70대 택시기사, 벌금 300만원,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=366&aid=0000759990,어린이 보호구역스쿨존에서 횡단보도를 건너는 아이를 친 대 택시 운전기사가 벌금형에 처해졌다 일 제주지방법원 제형사부장찬수 부장판사는 특정범죄 가중처벌 등에 관한 법률 위반어린이 보호구역 치상 
&quot;<b>어린이</b> 교통 안전 강화!&quot; 위해 '스마트 횡단보도' 확충한 구로구!,http://www.gukjenews.com/news/articleView.html?idxno=2310259,사진구로구청 구로구구청장 이성가 관내 어린이보호구역 곳에 스마트 횡단보도를 추가 설치했다 구로구는 교통사고 없는 안전한 통학로 조성을 위해 고산초등학교 오정초등학교 항동초등학교 인근에 스마트 
전력거래소, <b>어린이</b>교통안전 릴레이 챌린지 참여,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005032356,어린이 보호 구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 시작했다 어린이 교통안전 슬로건인 단 멈춤 쪽 저쪽 초 동안 고 예방이 적힌 팻말을 든 사진과 교통안전 표어를 에 공유하고 
시흥시 <b>어린이보호구역</b> 내 옐로카펫 공사 5곳 추진,http://www.newspim.com/news/view/20210909000404,경기 시흥시는 어린이 교통안전사고 예방 및 지역 교통안전을 개선하고자 은행초 하중초 장곡초 대야초 운흥초의 어린이보호구역 내 옐로카펫 설치공사를 본격 추진한다고 일 밝혔다 시에 따르면 이번 
서울시, 6일부터 <b>어린이보호구역</b> 불법주정차 특별단속 실시한다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003095774,서울시가 학기 개학을 맞아 어린이보호구역 불법주정차 특별단속을 실시한다 단속된 주정차 위반차량에는 예외 없는 무관용 원칙이 적용된다 서울시는 오는 일부터 일까지 일간 어린이보호구역 곳을 
데스크단신]<b>어린이보호구역</b> 휴일 점멸 운영,https://mpmbc.co.kr/article/L6vvne7ik1viyPA,강진군은 대구면 대구초등학교 앞 어린이보호구역 신호등을 휴일에는 점멸 운영합니다  사단법인 장보고글로벌재단과 완도군은 제회 장보고한상 어워드 대상 수상자로 정영수 그룹 
전남 여수시, <b>어린이보호구역</b> 안전사고 예방 ‘총력’,https://www.wikitree.co.kr/articles/686550,여수시시장 권오봉가 어린이들의 안전한 등하굣길을 위해 어린이보호구역 교통안전시설물 확충에 박차를 가하고 있다시는 올해 국비 확보 등 약 억 원의 예산을 확보하고 어린이보호구역에 무인교통단속장비와 
광진구의회 '<b>어린이</b> 교통안전 개선' 간담회 진행,http://www.gukjenews.com/news/articleView.html?idxno=2311213,주민들은 어린이통학로 교통안전 및 개선을 위해서는 조례에 보행신호 음성안내 보조장치 설치 및 재정지원 보행환경개선지구 지정 어린이 보호구역 내 공사현장 관리 등이 반영돼야 한다며 적극적으로 의견을 제시했다 
인천 신광초 <b>어린이보호구역</b> 화물차 통행 전면 제한 시행,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002558717,다음달 일부터 하교 시간대에 인천 신광초등학교 어린이보호구역의 화물차 통행이 전면 금지된다 지난달 인천시 자치경찰위원회가 공식 출범한 뒤 위원회를 열어 결정한 첫번째 시민 치안 조처다 
인천시, <b>어린이보호구역</b> 내 교차로 노란신호등으로 전면 교체,http://www.discoverynews.kr/news/articleView.html?idxno=643383,남동구 성리초교 노란신호등 설치 인천시가 어린이들의 안전한 보행환경 조성을 위해 어린이보호구역을 쉽게 알아볼 수 있도록 추진한다 인천광역시는 인천경찰청과 협업해 관내 초등학교 등 개교 교차로 
<b>어린이 보호구역</b> 덮친 공사장 가림막··· 안전불감증 여전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=366&aid=0000758792,어린이보호구역에서 또 공사장 사고 다시 도마위에 오른 안전불감증 논란 서울시 강남구 청담동 소재 한 어린이보호구역 근처 공사장에서 가림막이 넘어지며 또다시 안전불감증 논란이 일고 있다 일 경찰에 
양양군, <b>어린이</b> 기호식품 조리·판매업소 지도 점검 실시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002210029,양양군 관계자는 학교 및 학원가 주변 어린이 보호구역 조리판매업소 점검을 통해 위생적이고 어린이 먹거리의 안전과 위생관리를 위해 최선을 다하겠다고 말했다
서울 청담동 공사장 가림막, <b>어린이보호구역</b>으로 무너져 '아찔',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004599755,서울 강남경찰서에 따르면 일 오전 시분께 청담동 한 공사장에서 가림막 약 가 어린이보호구역으로 쓰러지며 지나던 승용차를 덮쳤다 이 사고로 운전자를 포함해 명이 타고 있던 승용차 뒷부분이 긁히는 등 일부 
서초구, 모든 <b>어린이보호구역</b> 내 과속단속카메라 설치,http://www.gukjenews.com/news/articleView.html?idxno=2304900,서초구구청장 조은희는 연말까지 지역내 모든 어린이보호구역초등학교 유치원 어린이집 특수학교 외국인학교에 과속단속카메라 설치를 완료할 것이라고 밝혔다 이는 전국에서 가장 빠르게 모든 보호구역 내 대 
여수시, <b>어린이보호구역</b> 안전사고 예방 '총력',http://www.enewstoday.co.kr/news/articleView.html?idxno=1510666,전남 여수시가 어린이들의 안전한 등 하굣길을 위해 어린이보호구역 교통안전시설물 확충에 박차를 가하고 있다 여수시 어린이보호구역 내 노란신호등 모습 사진여수시청 여수시는 올해 국비 확보 등 약 억원의 
[뉴스1 PICK]강남서 공사장 20M 가림막 붕괴…<b>어린이보호구역</b> &quot;아찔&quot;,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005579109,안전 조치를 하면서 정확한 사고 원인을 조사 중이다 사고가 난 공사장은 복합상가 재건축 현장으로 지난달부터 공사가 진행된 곳으로 근처 초등학교가 있어 등하교길 학생들이 자주걸어 다니는 어린이 보호구역이다
여수시, <b>어린이보호구역</b> 안전사고 예방 '총력',https://www.jnilbo.com/view/media/view?code=2021090714530555224,여수시가 어린이들의 안전한 등하굣길을 위해 어린이보호구역 교통안전시설물 확충에 총력을 가하고 있다고 일 밝혔다여수시는 올해 국비 확보 등 약 억원의 예산을 확보하고 어린이보호구역에 
시흥시, <b>어린이보호구역</b> 내 옐로카펫 추가 설치 추진,http://www.obsnews.co.kr/news/articleView.html?idxno=1325880,경기도 시흥시는 어린이 교통안전사고 예방 및 지역 교통안전을 개선하고자 은행초 하중초 장곡초 대야초 운흥초의 어린이보호구역 내 옐로카펫 설치공사를 본격 추진합니다 이번 어린이보호구역 내 옐로카펫 
3E와 함께하는 안전한 <b>어린이</b>,http://www.idomin.com/news/articleView.html?idxno=771954,이 가운데 약 인 건이 어린이 보호구역 밖에서 발생했다 이에 경상남도가 도내 안전한 통학로를 조성하고자 관계기관과 손잡고 시설 조성 교통지도단속 안전교육홍보 등을 
데스크단신]<b>어린이보호구역</b> 휴일 점멸 운영,https://mpmbc.co.kr/article/UO9BRJPCY6RIV7WL,강진군은 대구면 대구초등학교 앞 어린이보호구역 신호등을 휴일에는 점멸 운영합니다  사단법인 장보고글로벌재단과 완도군은 제회 장보고한상 어워드 대상 수상자로 정영수 그룹 
[센터뉴스] 교통사고 잦은 <b>어린이보호구역</b> 36곳 집중점검 外,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000504251, 교통사고 잦은 어린이보호구역 곳 집중점검 어린이보호구역 내 교통사고에 대한 처벌이 강화됐지만 잊을만하면 안타까운 사고 소식이 들려오곤 하는데요 행정안전부가 교통사고 위험이 큰 어린이보호구역에 
서울시, 이달 6~17일 ‘<b>어린이보호구역</b> 불법 주·정차’ 특별단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0005026182,서울시는 교통사고 없는 안전한 등하굣길 조성을 위해 오는 일부터 일까지 열흘 간 어린이보호구역 불법 주정차 특별단속을 실시한다고 일 밝혔다 코로나 위기 속 초등학교 전면등교 실시에 따른 조치다 
광주 서구, <b>어린이</b> 교통안전교실 운영,http://www.gjdream.com/news/articleView.html?idxno=610185,일 서구에 따르면 찾아가는 어린이 교통안전 교실은 지난해 도로교통법 개정으로 어린이 보호구역 내 교통위반 단속기준이 강화되었으나 여전히 어린이 교통사고가 줄어들지 않는 등 안전 불감증이 만연하고 있어 
삼진식품 박용준 대표 '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.gukjenews.com/news/articleView.html?idxno=2309054,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 지난해 월 행정안전부 주도로 시작한 국민 참여 캠페인이다 어린이 횡단 중 사고 예방의 
대홍기획 '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005584751,어린이 교통안전 릴레이 챌린지는 작년 월 행정안전부를 시작으로 어린이 보호구역 내 사고 예방을 위한 교통안전 문화를 확산하기 위해 릴레이로 진행 중인 캠페인이다 대홍기획은 롯데알미늄 조현철 대표이사의 
인천 <b>어린이보호구역</b> 교차로 신호등 모두 노란색으로 교체,http://www.joongboo.com/news/articleView.html?idxno=363503228,인천시가 초등학교와 유치원 인근 어린이보호구역스쿨 존 내 교차로의 신호등을 모두 노란색으로 바꾼다 시는 억 원을 투입해 개교초등  유치원  인근 개의 교차로 신호등을 이달부터 월 말까지 모두 
서초구, 전국최초 모든 <b>어린이보호구역</b> 내 과속단속카메라 설치,http://www.enewstoday.co.kr/news/articleView.html?idxno=1510895,서울 서초구구청장 조은희는 연말까지 지역 내 모든 어린이보호구역초등학교 유치원 어린이집 특수학교 외국인학교에 과속단속카메라 설치를 완료할 것이라고 밝혔다 어린이보호구역 앞 과속단속카메라 설치 
